Tỉnh/File,Địa chỉ CŨ,Địa chỉ MỚI,Trạng thái
ha-noi-sap-xep,Vĩnh Ngọc,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Xuân Canh,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Liên Hà (huyện Đông Anh),xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Dục Tú,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Uy Nỗ,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Việt Hùng sau khi sắp xếp theo quy định tại khoản 113 Điều này,xã Đông Anh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Bắc Hồng,xã Phúc Thịnh,✅ Toàn bộ
ha-noi-sap-xep,Nam Hồng,xã Phúc Thịnh,✅ Toàn bộ
ha-noi-sap-xep,Vân Nội,xã Phúc Thịnh,✅ Toàn bộ
ha-noi-sap-xep,xã Vĩnh Ngọc,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Nguyên Khê,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Xuân Nộn sau khi sắp xếp theo quy định tại khoản 113 Điều này,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Tiên Dương sau khi sắp xếp theo quy định tại                 khoản 114 Điều này,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của thị trấn Đông Anh sau khi sắp xếp theo quy định tại khoản 113,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,khoản 114 Điều này,xã Phúc Thịnh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Võng La,xã Thiên Lộc,✅ Toàn bộ
ha-noi-sap-xep,xã Kim Chung (huyện Đông Anh),xã Thiên Lộc,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Đại Mạch,xã Thiên Lộc,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Kim Nỗ,xã Thiên Lộc,⚠️ Một phần (Cần check)
ha-noi-sap-xep,một phần diện tích tự nhiên của xã Tiền Phong (huyện Mê Linh),xã Thiên Lộc,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Hải Bối,xã Thiên Lộc,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Tàm Xá,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,xã Xuân Canh sau khi sắp xếp theo quy định tại khoản 114 Điều này,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của xã Vĩnh Ngọc sau khi sắp xếp theo quy định tại khoản 114,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,khoản 115 Điều này,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,xã Kim Chung (huyện Đông Anh),xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,Hải Bối,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,Kim Nỗ sau khi sắp xếp theo quy định tại khoản 116 Điều này,xã Vĩnh Thanh,✅ Toàn bộ
ha-noi-sap-xep,xã Tráng Việt,xã Mê Linh,✅ Toàn bộ
ha-noi-sap-xep,xã Tiền Phong (huyện Mê Linh),xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Văn Khê,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Mê Linh,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,một phần diện tích tự nhiên của xã Đại Thịnh,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Hồng Hà,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Liên Hà (huyện Đan Phượng),xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Liên Hồng,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Liên Trung sau khi sắp xếp theo quy định tại khoản 107 Điều này,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Đại Mạch sau khi sắp xếp theo quy định tại khoản 116 Điều này,xã Mê Linh,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã                         Chu Phan,xã                          Yên Lãng,✅ Toàn bộ
ha-noi-sap-xep,Hoàng Kim,xã                          Yên Lãng,✅ Toàn bộ
ha-noi-sap-xep,Liên Mạc,xã                          Yên Lãng,✅ Toàn bộ
ha-noi-sap-xep,xã Thạch Đà,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,một phần diện tích tự nhiên của xã Văn Khê,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Tiến Thịnh,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Trung Châu,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Thọ Xuân,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Thọ An sau khi sắp xếp theo quy định tại khoản 108 Điều này,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Hồng Hà sau khi sắp xếp theo quy định tại,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,khoản 107,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,108,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,118 Điều này,xã                          Yên Lãng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Tam Đồng,xã Tiến Thắng,✅ Toàn bộ
ha-noi-sap-xep,Tiến Thắng,xã Tiến Thắng,✅ Toàn bộ
ha-noi-sap-xep,Tự Lập,xã Tiến Thắng,✅ Toàn bộ
ha-noi-sap-xep,xã Đại Thịnh,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Kim Hoa,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,Thanh Lâm,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Văn Khê sau khi sắp xếp theo quy định tại,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,khoản 107,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,118,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,119 Điều này,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,phần còn lại của xã Thạch Đà sau khi sắp xếp theo quy định tại khoản 119 Điều này,xã Tiến Thắng,⚠️ Một phần (Cần check)
ha-noi-sap-xep,thị trấn Chi Đông,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,thị trấn Quang Minh,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của xã Mê Linh sau khi sắp xếp theo quy định tại khoản 118 Điều này,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của xã Tiền Phong (huyện Mê Linh) sau khi sắp xếp theo quy định tại khoản 116,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,khoản 118 Điều này,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của xã Đại Thịnh sau khi sắp xếp theo quy định tại khoản 118,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,khoản 120 Điều này,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của xã Kim Hoa,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,xã Thanh Lâm sau khi sắp xếp theo quy định tại khoản 120 Điều này,xã Quang Minh,✅ Toàn bộ
ha-noi-sap-xep,thị trấn Sóc Sơn,xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,xã Tân Minh,xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,xã Đông Xuân (huyện Sóc Sơn),xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,xã Phù Lỗ,xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,Phù Linh,xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,Tiên Dược,xã Sóc Sơn,✅ Toàn bộ
ha-noi-sap-xep,xã Mai Đình,xã Sóc Sơn,⚠️ Một phần (Cần check)
ha-noi-sap-xep,một phần diện tích tự nhiên của xã Phú Minh,xã Sóc Sơn,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Quang Tiến,xã Sóc Sơn,⚠️ Một phần (Cần check)
ha-noi-sap-xep,xã Bắc Phú,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Đức Hoà,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Kim Lũ,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Tân Hưng,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Việt Long,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Xuân Giang,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,Xuân Thu,xã Đa Phúc,✅ Toàn bộ
ha-noi-sap-xep,xã Phú Cường (huyện Sóc Sơn),xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,Hiền Ninh,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,Thanh Xuân,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,phần còn lại của,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,xã Mai Đình,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,Phú Minh,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,Quang Tiến sau khi sắp xếp theo quy định tại khoản 122 Điều này,xã Nội Bài,✅ Toàn bộ
ha-noi-sap-xep,xã Bắc Sơn,xã Trung Giã,✅ Toàn bộ
ha-noi-sap-xep,Hồng Kỳ,xã Trung Giã,✅ Toàn bộ
ha-noi-sap-xep,Nam Sơn và Trung Giã,xã Trung Giã,✅ Toàn bộ
ha-noi-sap-xep,xã Tân Dân (huyện Sóc Sơn),xã Kim Anh,✅ Toàn bộ
ha-noi-sap-xep,Minh Phú,xã Kim Anh,✅ Toàn bộ
ha-noi-sap-xep,Minh Trí,xã Kim Anh,✅ Toàn bộ
can-tho-sap-nhap,phường Tân An,phường Ninh Kiều,✅ Toàn bộ
can-tho-sap-nhap,Thới Bình,phường Ninh Kiều,✅ Toàn bộ
can-tho-sap-nhap,Xuân Khánh,phường Ninh Kiều,✅ Toàn bộ
can-tho-sap-nhap,phường An Hòa,phường Cái Khế,✅ Toàn bộ
can-tho-sap-nhap,phường Cái Khế,phường Cái Khế,✅ Toàn bộ
can-tho-sap-nhap,phường Bùi Hữu Nghĩa,phường Cái Khế,⚠️ Một phần (Cần check)
can-tho-sap-nhap,phường An Khánh,phường Tân An,✅ Toàn bộ
can-tho-sap-nhap,phường Hưng Lợi,phường Tân An,✅ Toàn bộ
can-tho-sap-nhap,phường An Bình,phường An Bình,✅ Toàn bộ
can-tho-sap-nhap,xã Mỹ Khánh,phường An Bình,✅ Toàn bộ
can-tho-sap-nhap,phường Long Tuyền,phường An Bình,⚠️ Một phần (Cần check)
can-tho-sap-nhap,phường Trà An,phường Thới An Đông,✅ Toàn bộ
can-tho-sap-nhap,Trà Nóc,phường Thới An Đông,✅ Toàn bộ
can-tho-sap-nhap,Thới An Đông,phường Thới An Đông,✅ Toàn bộ
can-tho-sap-nhap,phường An Thới,phường Bình Thủy,✅ Toàn bộ
can-tho-sap-nhap,phường Bình Thủy,phường Bình Thủy,✅ Toàn bộ
can-tho-sap-nhap,phần còn lại của phường Bùi Hữu Nghĩa sau khi sắp xếp theo quy định tại khoản 2 Điều này,phường Bình Thủy,✅ Toàn bộ
can-tho-sap-nhap,phường Long Hòa,phường Long Tuyền,✅ Toàn bộ
can-tho-sap-nhap,phần còn lại của phường Long Tuyền sau khi sắp xếp theo quy định tại                khoản 4 Điều này,phường Long Tuyền,✅ Toàn bộ
can-tho-sap-nhap,phường Lê Bình,phường Cái Răng,✅ Toàn bộ
can-tho-sap-nhap,Thường Thạnh,phường Cái Răng,✅ Toàn bộ
can-tho-sap-nhap,Ba Láng,phường Cái Răng,✅ Toàn bộ
can-tho-sap-nhap,Hưng Thạnh,phường Cái Răng,✅ Toàn bộ
can-tho-sap-nhap,phường Tân Phú,phường Hưng Phú,✅ Toàn bộ
can-tho-sap-nhap,Phú Thứ,phường Hưng Phú,✅ Toàn bộ
can-tho-sap-nhap,Hưng Phú,phường Hưng Phú,✅ Toàn bộ
can-tho-sap-nhap,phường Châu Văn Liêm,phường Ô Môn,✅ Toàn bộ
can-tho-sap-nhap,Thới Hòa,phường Ô Môn,✅ Toàn bộ
can-tho-sap-nhap,Thới An,phường Ô Môn,✅ Toàn bộ
can-tho-sap-nhap,xã Thới Thạnh,phường Ô Môn,✅ Toàn bộ
can-tho-sap-nhap,phường Trường Lạc,phường Phước Thới,✅ Toàn bộ
can-tho-sap-nhap,phường Phước Thới,phường Phước Thới,✅ Toàn bộ
can-tho-sap-nhap,phường Long Hưng,phường Thới Long,✅ Toàn bộ
can-tho-sap-nhap,Tân Hưng,phường Thới Long,✅ Toàn bộ
can-tho-sap-nhap,Thới Long,phường Thới Long,✅ Toàn bộ
can-tho-sap-nhap,phường Thạnh Hòa,phường Trung Nhứt,✅ Toàn bộ
can-tho-sap-nhap,phường Trung Nhứt,phường Trung Nhứt,✅ Toàn bộ
can-tho-sap-nhap,xã Trung An,phường Trung Nhứt,✅ Toàn bộ
can-tho-sap-nhap,phường Trung Kiên,phường Thuận Hưng,✅ Toàn bộ
can-tho-sap-nhap,phường Thuận Hưng,phường Thuận Hưng,✅ Toàn bộ
can-tho-sap-nhap,phường Thốt Nốt,phường Thuận Hưng,⚠️ Một phần (Cần check)
can-tho-sap-nhap,phường Thuận An (quận Thốt Nốt),phường Thốt Nốt,✅ Toàn bộ
can-tho-sap-nhap,phường Thới Thuận,phường Thốt Nốt,✅ Toàn bộ
can-tho-sap-nhap,phần còn lại của phường Thốt Nốt sau khi sắp xếp theo quy định tại khoản 14 Điều này,phường Thốt Nốt,✅ Toàn bộ
can-tho-sap-nhap,Phường I,phường Vị Thanh,✅ Toàn bộ
can-tho-sap-nhap,Phường III,phường Vị Thanh,✅ Toàn bộ
can-tho-sap-nhap,Phường VII,phường Vị Thanh,✅ Toàn bộ
can-tho-sap-nhap,Phường IV,phường Vị Tân,✅ Toàn bộ
can-tho-sap-nhap,Phường V,phường Vị Tân,✅ Toàn bộ
can-tho-sap-nhap,xã Vị Tân,phường Vị Tân,✅ Toàn bộ
can-tho-sap-nhap,phường Bình Thạnh,phường Long Bình,✅ Toàn bộ
can-tho-sap-nhap,phường Vĩnh Tường,phường Long Bình,✅ Toàn bộ
can-tho-sap-nhap,xã Long Bình,phường Long Bình,✅ Toàn bộ
can-tho-sap-nhap,phường Thuận An (thị xã Long Mỹ),phường Long Mỹ,✅ Toàn bộ
can-tho-sap-nhap,xã Long Trị,phường Long Mỹ,✅ Toàn bộ
can-tho-sap-nhap,xã Long Trị A,phường Long Mỹ,✅ Toàn bộ
can-tho-sap-nhap,phường Trà Lồng,phường Long Phú 1,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Phú,phường Long Phú 1,✅ Toàn bộ
can-tho-sap-nhap,xã Long Phú,phường Long Phú 1,✅ Toàn bộ
can-tho-sap-nhap,phường Hiệp Lợi,phường Đại Thành,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Thành,phường Đại Thành,✅ Toàn bộ
can-tho-sap-nhap,xã Đại Thành,phường Đại Thành,✅ Toàn bộ
can-tho-sap-nhap,phường Lái Hiếu,phường Ngã Bảy,✅ Toàn bộ
can-tho-sap-nhap,Hiệp Thành,phường Ngã Bảy,✅ Toàn bộ
can-tho-sap-nhap,Ngã Bảy,phường Ngã Bảy,✅ Toàn bộ
can-tho-sap-nhap,Phường 1,phường Phú Lợi,✅ Toàn bộ
can-tho-sap-nhap,Phường 2,phường Phú Lợi,✅ Toàn bộ
can-tho-sap-nhap,Phường 3 (thành phố Sóc Trăng),phường Phú Lợi,✅ Toàn bộ
can-tho-sap-nhap,Phường 4,phường Phú Lợi,✅ Toàn bộ
can-tho-sap-nhap,Phường 5,phường Sóc Trăng,✅ Toàn bộ
can-tho-sap-nhap,Phường 6,phường Sóc Trăng,✅ Toàn bộ
can-tho-sap-nhap,Phường 7,phường Sóc Trăng,✅ Toàn bộ
can-tho-sap-nhap,Phường 8,phường Sóc Trăng,✅ Toàn bộ
can-tho-sap-nhap,Phường 10,phường Mỹ Xuyên,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Mỹ Xuyên,phường Mỹ Xuyên,✅ Toàn bộ
can-tho-sap-nhap,xã Đại Tâm,phường Mỹ Xuyên,✅ Toàn bộ
can-tho-sap-nhap,phường Vĩnh Phước,phường Vĩnh Phước,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Tân,phường Vĩnh Phước,✅ Toàn bộ
can-tho-sap-nhap,Phường 1,phường Vĩnh Châu,✅ Toàn bộ
can-tho-sap-nhap,Phường 2 (thị xã Vĩnh Châu),phường Vĩnh Châu,✅ Toàn bộ
can-tho-sap-nhap,xã Lạc Hòa,phường Vĩnh Châu,✅ Toàn bộ
can-tho-sap-nhap,phường Khánh Hòa,phường Khánh Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Hiệp,phường Khánh Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Hòa Đông,phường Khánh Hòa,✅ Toàn bộ
can-tho-sap-nhap,Phường 1,phường Ngã Năm,✅ Toàn bộ
can-tho-sap-nhap,Phường 2 (thị xã Ngã Năm),phường Ngã Năm,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Quới,phường Ngã Năm,✅ Toàn bộ
can-tho-sap-nhap,Phường 3 (thị xã Ngã Năm),phường Mỹ Quới,✅ Toàn bộ
can-tho-sap-nhap,xã Mỹ Bình,phường Mỹ Quới,✅ Toàn bộ
can-tho-sap-nhap,xã Mỹ Quới,phường Mỹ Quới,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Phong Điền,xã Phong Điền,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Thới,xã Phong Điền,✅ Toàn bộ
can-tho-sap-nhap,xã Giai Xuân,xã Phong Điền,✅ Toàn bộ
can-tho-sap-nhap,xã Nhơn Nghĩa,xã Nhơn Ái,✅ Toàn bộ
can-tho-sap-nhap,xã Nhơn Ái,xã Nhơn Ái,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Thới Lai,xã Thới Lai,✅ Toàn bộ
can-tho-sap-nhap,xã Thới Tân,xã Thới Lai,✅ Toàn bộ
can-tho-sap-nhap,xã Trường Thắng,xã Thới Lai,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Bình,xã Đông Thuận,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Thuận,xã Đông Thuận,✅ Toàn bộ
can-tho-sap-nhap,xã Trường Xuân A,xã Trường Xuân,✅ Toàn bộ
can-tho-sap-nhap,Trường Xuân B,xã Trường Xuân,✅ Toàn bộ
can-tho-sap-nhap,Trường Xuân,xã Trường Xuân,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Thạnh,xã Trường Thành,✅ Toàn bộ
can-tho-sap-nhap,Định Môn,xã Trường Thành,✅ Toàn bộ
can-tho-sap-nhap,Trường Thành,xã Trường Thành,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Cờ Đỏ,xã Cờ Đỏ,✅ Toàn bộ
can-tho-sap-nhap,xã Thới Đông,xã Cờ Đỏ,✅ Toàn bộ
can-tho-sap-nhap,xã Thới Xuân,xã Cờ Đỏ,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Thắng,xã Đông Hiệp,✅ Toàn bộ
can-tho-sap-nhap,Xuân Thắng,xã Đông Hiệp,✅ Toàn bộ
can-tho-sap-nhap,Đông Hiệp,xã Đông Hiệp,✅ Toàn bộ
can-tho-sap-nhap,xã Trung Thạnh,xã Trung Hưng,✅ Toàn bộ
can-tho-sap-nhap,xã Trung Hưng,xã Trung Hưng,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Vĩnh Thạnh,xã Vĩnh Thạnh,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Lộc,xã Vĩnh Thạnh,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Mỹ,xã Vĩnh Thạnh,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Bình,xã Vĩnh Trinh,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Trinh,xã Vĩnh Trinh,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Thạnh An,xã Thạnh An,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Lợi,xã Thạnh An,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Thắng,xã Thạnh An,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Tiến,xã Thạnh Quới,✅ Toàn bộ
can-tho-sap-nhap,Thạnh An,xã Thạnh Quới,✅ Toàn bộ
can-tho-sap-nhap,Thạnh Quới,xã Thạnh Quới,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Tiến,xã Hỏa Lựu,✅ Toàn bộ
can-tho-sap-nhap,Hỏa Tiến,xã Hỏa Lựu,✅ Toàn bộ
can-tho-sap-nhap,Hỏa Lựu,xã Hỏa Lựu,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Nàng Mau,xã Vị Thủy,✅ Toàn bộ
can-tho-sap-nhap,xã Vị Thắng,xã Vị Thủy,✅ Toàn bộ
can-tho-sap-nhap,xã Vị Trung,xã Vị Thủy,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Thuận Tây,xã Vĩnh Thuận Đông,✅ Toàn bộ
can-tho-sap-nhap,Vị Thủy,xã Vĩnh Thuận Đông,✅ Toàn bộ
can-tho-sap-nhap,Vĩnh Thuận Đông,xã Vĩnh Thuận Đông,✅ Toàn bộ
can-tho-sap-nhap,xã Vị Đông,xã Vị Thanh 1,✅ Toàn bộ
can-tho-sap-nhap,Vị Bình,xã Vị Thanh 1,✅ Toàn bộ
can-tho-sap-nhap,Vị Thanh,xã Vị Thanh 1,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Trung,xã Vĩnh Tường,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Tường,xã Vĩnh Tường,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Vĩnh Viễn,xã Vĩnh Viễn,✅ Toàn bộ
can-tho-sap-nhap,xã Vĩnh Viễn A,xã Vĩnh Viễn,✅ Toàn bộ
can-tho-sap-nhap,xã Thuận Hòa (huyện Long Mỹ),xã Xà Phiên,✅ Toàn bộ
can-tho-sap-nhap,Thuận Hưng,xã Xà Phiên,✅ Toàn bộ
can-tho-sap-nhap,Xà Phiên,xã Xà Phiên,✅ Toàn bộ
can-tho-sap-nhap,xã Lương Nghĩa,xã Lương Tâm,✅ Toàn bộ
can-tho-sap-nhap,xã Lương Tâm,xã Lương Tâm,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Rạch Gòi,xã Thạnh Xuân,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Phú Thạnh,xã Thạnh Xuân,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Xuân,xã Thạnh Xuân,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Một Ngàn,xã Tân Hòa,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Bảy Ngàn,xã Tân Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Nhơn Nghĩa A,xã Tân Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Hòa,xã Tân Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Trường Long A,xã Trường Long Tây,✅ Toàn bộ
can-tho-sap-nhap,xã Trường Long Tây,xã Trường Long Tây,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Mái Dầm,xã Châu Thành,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Ngã Sáu,xã Châu Thành,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Phú,xã Châu Thành,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Cái Tắc,xã Đông Phước,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Thạnh,xã Đông Phước,✅ Toàn bộ
can-tho-sap-nhap,xã Đông Phước A,xã Đông Phước,✅ Toàn bộ
can-tho-sap-nhap,xã Phú Tân,xã Phú Hữu,✅ Toàn bộ
can-tho-sap-nhap,Đông Phước,xã Phú Hữu,✅ Toàn bộ
can-tho-sap-nhap,Phú Hữu,xã Phú Hữu,✅ Toàn bộ
can-tho-sap-nhap,xã Bình Thành,xã Tân Bình,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Bình,xã Tân Bình,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Kinh Cùng,xã Hòa An,✅ Toàn bộ
can-tho-sap-nhap,xã Hòa An,xã Hòa An,✅ Toàn bộ
can-tho-sap-nhap,xã Phương Phú,xã Phương Bình,✅ Toàn bộ
can-tho-sap-nhap,xã Phương Bình,xã Phương Bình,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Búng Tàu,xã Tân Phước Hưng,✅ Toàn bộ
can-tho-sap-nhap,xã Tân Phước Hưng,xã Tân Phước Hưng,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Cây Dương,xã Hiệp Hưng,✅ Toàn bộ
can-tho-sap-nhap,xã Hiệp Hưng,xã Hiệp Hưng,✅ Toàn bộ
can-tho-sap-nhap,xã Hòa Mỹ,xã Phụng Hiệp,✅ Toàn bộ
can-tho-sap-nhap,xã Phụng Hiệp,xã Phụng Hiệp,✅ Toàn bộ
can-tho-sap-nhap,xã Long Thạnh,xã Thạnh Hòa,✅ Toàn bộ
can-tho-sap-nhap,Tân Long,xã Thạnh Hòa,✅ Toàn bộ
can-tho-sap-nhap,Thạnh Hòa,xã Thạnh Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Hòa Tú 1,xã Hòa Tú,✅ Toàn bộ
can-tho-sap-nhap,xã Hòa Tú 2,xã Hòa Tú,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Quới,xã Gia Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Gia Hòa 2,xã Gia Hòa,✅ Toàn bộ
can-tho-sap-nhap,xã Thạnh Phú,xã Nhu Gia,✅ Toàn bộ
can-tho-sap-nhap,xã Gia Hòa 1,xã Nhu Gia,✅ Toàn bộ
can-tho-sap-nhap,xã Tham Đôn,xã Ngọc Tố,✅ Toàn bộ
can-tho-sap-nhap,Ngọc Đông,xã Ngọc Tố,✅ Toàn bộ
can-tho-sap-nhap,Ngọc Tố,xã Ngọc Tố,✅ Toàn bộ
can-tho-sap-nhap,xã Hậu Thạnh,xã Trường Khánh,✅ Toàn bộ
can-tho-sap-nhap,Phú Hữu,xã Trường Khánh,✅ Toàn bộ
can-tho-sap-nhap,Trường Khánh,xã Trường Khánh,✅ Toàn bộ
can-tho-sap-nhap,thị trấn Đại Ngãi,xã Đại Ngãi,✅ Toàn bộ
can-tho-sap-nhap,xã Long Đức,xã Đại Ngãi,✅ Toàn bộ
